SampleID	sampleIDcode	study	YearPop	Pop	Year	Country	V14	PopCode	NewPopCode
SPT34839	f84.1	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34840	f84.2	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34841	f84.3	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34844	f84.4	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34845	f84.5	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34846	f84.6	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34848	f84.7	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34849	f84.8	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34850	f84.9	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34851	f84.10	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34852	f84.11	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34853	f84.12	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34854	f84.13	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34856	f84.14	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34857	f84.15	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34858	f84.16	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34860	f84.17	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34861	f84.18	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34863	f84.19	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34864	f84.20	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34865	f84.21	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34866	f84.22	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34867	f84.23	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34868	f84.24	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34869	f84.25	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34871	f84.26	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34872	f84.27	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34873	f84.28	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34874	f84.29	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34875	f84.30	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34876	f84.31	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34877	f84.32	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34879	f84.33	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34881	f84.34	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34882	f84.35	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34884	f84.36	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34885	f84.37	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34886	f84.38	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34887	f84.39	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34888	f84.40	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34889	f84.41	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34890	f84.42	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34891	f84.43	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34892	f84.44	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34893	f84.45	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34894	f84.46	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34895	f84.47	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34896	f84.48	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34898	f84.49	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34899	f84.50	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34900	f84.51	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34901	f84.52	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34902	f84.53	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34903	f84.54	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34904	f84.55	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34905	f84.56	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34906	f84.57	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34908	f84.58	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34909	f84.59	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34910	f84.60	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34912	f84.61	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34913	f84.62	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34914	f84.63	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34915	f84.64	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34916	f84.65	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34918	f84.66	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34920	f84.67	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34922	f84.68	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34924	f84.69	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34926	f84.70	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34927	f84.71	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34929	f84.72	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34930	f84.73	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34931	f84.74	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34933	f84.75	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34934	f84.76	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34936	f84.77	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34937	f84.78	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34938	f84.79	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34940	f84.80	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34943	f84.81	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34944	f84.82	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34945	f84.83	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34946	f84.84	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34947	f84.85	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34950	f84.86	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34952	f84.87	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34953	f84.88	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34955	f84.89	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34956	f84.90	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34957	f84.91	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34958	f84.92	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34959	f84.93	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34960	f84.94	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34961	f84.95	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34964	f84.96	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34969	f84.97	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34970	f84.98	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34971	f84.99	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34972	f84.100	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34974	f84.101	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34976	f84.102	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34977	f84.103	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34979	f84.104	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34980	f84.105	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34981	f84.106	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34983	f84.107	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34985	f84.108	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34987	f84.109	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34988	f84.110	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34989	f84.111	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34990	f84.112	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34991	f84.113	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34993	f84.114	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34994	f84.115	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34995	f84.116	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34996	f84.117	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT34997	f84.118	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35000	f84.119	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35001	f84.120	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35002	f84.121	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35004	f84.122	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35005	f84.123	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35008	f84.124	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35009	f84.125	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35011	f84.126	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35012	f84.127	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35014	f84.128	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35015	f84.129	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35017	f84.130	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35018	f84.131	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35020	f84.132	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35021	f84.133	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35023	f84.134	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35026	f84.135	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35030	f84.136	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35031	f84.137	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35032	f84.138	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35033	f84.139	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35036	f84.140	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35037	f84.141	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35038	f84.142	1162-PF-GM-NGWA	Farafenni_1984	Farafenni80s	1984	Gambia	Farafenni80s.1984	f84	pop1
SPT35039	sk00.1	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35040	sk00.2	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35042	sk00.3	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35044	sk00.4	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35045	sk00.5	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35047	sk00.6	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35050	sk00.7	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35052	sk00.8	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35060	sk00.9	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35065	sk00.10	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35066	sk00.11	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35069	sk00.12	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35070	sk00.13	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35071	sk00.14	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35072	sk00.15	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35077	sk00.16	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35078	sk00.17	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35079	sk00.18	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35080	sk00.19	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35085	sk00.20	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35087	sk00.21	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35089	sk00.22	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35091	sk00.23	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35092	sk00.24	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35093	sk00.25	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35094	sk00.26	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35096	sk00.27	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35098	sk00.28	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35099	sk00.29	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35101	sk00.30	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35102	sk00.31	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35103	sk00.32	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35104	sk00.33	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35105	sk00.34	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35106	sk00.35	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35107	sk00.36	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35109	f90.1	1162-PF-GM-NGWA	Farafenni_1991	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35114	f90.2	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35115	f90.3	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35116	f90.4	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35117	f90.5	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35121	f90.6	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35125	f90.7	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35127	f90.8	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35128	f90.9	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35129	f90.10	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35130	f90.11	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35131	f90.12	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35132	f90.13	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35133	f90.14	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35134	f90.15	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35202	bk15.1	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35204	bk15.2	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35206	bk15.3	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35207	bk15.4	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35208	bk15.5	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35209	bk15.6	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35210	bk15.7	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35211	bk15.8	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35212	bk15.9	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35213	bk15.10	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
