SampleID	sampleIDcode	study	YearPop	Pop	Year	Country	V14	PopCode	NewPopCode
PA0071-C	bk08.51	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0072-C	bk08.52	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0073-C	bk08.53	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0074-C	bk08.54	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0075-C	bk08.55	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0078-C	bk08.56	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0079-C	bk08.57	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0080-C	bk08.58	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0081-C	bk08.59	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0084-C	bk08.60	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0085-C	bk08.61	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0087-C	bk08.62	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0089-C	bk08.63	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0090-C	bk08.64	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0091-C	bk08.65	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0092-C	bk08.66	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0093-C	bk08.67	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0094-C	bk08.68	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0095-C	bk08.69	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0097-C	bk08.70	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0098-C	bk08.71	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0099-C	bk08.72	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0100-C	bk08.73	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0101-C	bk08.74	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0102-C	bk08.75	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0103-C	bk08.76	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0104-C	bk08.77	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0105-C	bk08.78	1006-PF-GM-CONWAY		Brikama	2008	Gambia	Brikama.2008	bk08	pop3
PA0370-C	ba14.5	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0371-C	ba14.6	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0372-C	ba14.7	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0373-C	ba14.8	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0374-C	ba14.9	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0375-C	ba14.10	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0376-C	ba14.11	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0377-C	ba14.12	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0378-C	ba14.13	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0379-C	ba14.14	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0382-C	ba14.15	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0383-C	ba14.16	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0384-C	ba14.17	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0387-C	ba14.18	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0388-C	ba14.19	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0389-C	ba14.20	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0391-C	ba14.21	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0392-C	ba14.22	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0393-C	ba14.23	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0394-C	ba14.24	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0395-C	ba14.25	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0396-C	ba14.26	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0397-C	ba14.27	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0398-C	ba14.28	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0399-C	ba14.29	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0400-C	ba14.30	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0401-C	ba14.31	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0402-C	ba14.32	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0403-C	ba14.33	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0404-C	ba14.34	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0405-C	ba14.35	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0406-C	ba14.36	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0407-C	ba14.37	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0409-C	ba14.38	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0410-C	ba14.39	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0411-C	ba14.40	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0413-C	ba14.41	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0414-C	ba14.42	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0417-C	ba14.43	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0419-C	ba14.44	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0423-C	ba14.45	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0424-C	ba14.46	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0425-C	ba14.47	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0431-C	ba14.48	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0506-C	ba14.49	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0507-C	ba14.50	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0512-C	ba14.51	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0513-C	ba14.52	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0516-C	ba14.53	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0519-C	ba14.54	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0520-C	ba14.55	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0521-C	ba14.56	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0522-C	ba14.57	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0524-C	ba14.58	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0532-C	ba14.59	1136-PF-GM-NGWA		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0534-C	ba14.60	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0537-C	ba14.61	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0540-C	ba14.62	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0541-C	ba14.63	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0542-C	ba14.64	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0544-C	ba14.65	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0550-C	ba14.66	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0551-C	ba14.67	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0554-C	ba14.68	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0558-C	ba14.69	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0561-C	ba14.70	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0562-C	ba14.71	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0563-C	ba14.72	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0564-C	ba14.73	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0572-C	ba14.74	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0575-C	ba14.75	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0576-C	ba14.76	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0577-C	ba14.77	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0585-C	ba14.78	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0586-C	ba14.79	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0597-C	ba14.80	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0599-C	ba14.81	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0603-C	ba14.82	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0604-C	ba14.83	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0605-C	ba14.84	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0606-C	ba14.85	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0611-C	ba14.86	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0612-C	ba14.87	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0617-C	ba14.88	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0618-C	ba14.89	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0619-C	ba14.90	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0620-C	ba14.91	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0621-C	ba14.92	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0622-C	ba14.93	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0623-C	ba14.94	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0625-C	ba14.95	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0626-C	ba14.96	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0627-C	ba14.97	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0628-C	ba14.98	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0629-C	ba14.99	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0630-C	ba14.100	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0631-C	ba14.101	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0633-C	ba14.102	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0634-C	ba14.103	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0636-C	ba14.104	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0637-C	ba14.105	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0638-C	ba14.106	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0639-C	ba14.107	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0641-C	ba14.108	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0642-C	ba14.109	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0643-C	ba14.110	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0644-C	ba14.111	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0645-C	ba14.112	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0649-C	ba14.113	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0651-C	ba14.114	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0653-C	ba14.115	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0654-C	ba14.116	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
PA0655-C	ba14.117	1137-PF-GM-DALESSANDRO		Basse	2014	Gambia	Basse.2014	ba14	pop4b
